person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
27,91000,MORTGAGE,2.0,PERSONAL,A,11525,7.49,0.13,N,7,case_2270,0,0.08367397191735779,173.34928157097988,1670.0,approve,approve,"Applicant case_2270 was approve by the profit-based decision layer. The predicted default probability is 0.084. The decision score is 173.35, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,72000,MORTGAGE,9.0,EDUCATION,A,3200,6.39,0.04,N,3,case_2271,0,0.04907976096525585,-37.38893538900581,1670.0,approve,approve,"Applicant case_2271 was approve by the profit-based decision layer. The predicted default probability is 0.049. The decision score is -37.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,56000,RENT,0.0,HOMEIMPROVEMENT,D,16500,12.8,0.29,Y,3,case_2272,1,0.9592711480628935,15741.954607746575,1670.0,reject,reject,"Applicant case_2272 was reject by the profit-based decision layer. The predicted default probability is 0.959. The decision score is 15741.95, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
28,45678,OWN,12.0,PERSONAL,D,8000,15.58,0.18,N,10,case_2273,0,0.5221901029028324,3581.97856748075,1670.0,reject,reject,"Applicant case_2273 was reject by the profit-based decision layer. The predicted default probability is 0.522. The decision score is 3581.98, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
40,46000,MORTGAGE,5.0,MEDICAL,A,10000,7.9,0.22,N,16,case_2274,0,0.32553254965998746,2722.4962108312648,1670.0,reject,approve,"Applicant case_2274 was reject by the profit-based decision layer. The predicted default probability is 0.326. The decision score is 2722.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,24000,RENT,3.0,PERSONAL,B,8000,,0.33,N,8,case_2275,1,0.8409527997923116,6587.788099915894,1670.0,reject,reject,"Applicant case_2275 was reject by the profit-based decision layer. The predicted default probability is 0.841. The decision score is 6587.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,30996,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0.26,N,2,case_2276,0,0.7811609568273015,6048.130806134067,1670.0,reject,reject,"Applicant case_2276 was reject by the profit-based decision layer. The predicted default probability is 0.781. The decision score is 6048.13, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,60000,OWN,6.0,EDUCATION,A,14000,7.88,0.23,N,2,case_2277,0,0.039667111357244315,-504.09968374926757,1670.0,approve,approve,"Applicant case_2277 was approve by the profit-based decision layer. The predicted default probability is 0.040. The decision score is -504.10, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,56200,RENT,0.0,EDUCATION,E,7725,13.75,0.14,N,6,case_2278,1,0.8539316306744628,6441.469850917256,1670.0,reject,reject,"Applicant case_2278 was reject by the profit-based decision layer. The predicted default probability is 0.854. The decision score is 6441.47, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
39,44000,RENT,5.0,MEDICAL,B,8000,12.53,0.18,N,14,case_2279,0,0.5409547355600504,3867.4909114057978,1670.0,reject,reject,"Applicant case_2279 was reject by the profit-based decision layer. The predicted default probability is 0.541. The decision score is 3867.49, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
37,24000,RENT,2.0,VENTURE,C,5000,14.65,0.21,N,14,case_2280,0,0.5881659190422558,2639.1611309097316,1670.0,reject,reject,"Applicant case_2280 was reject by the profit-based decision layer. The predicted default probability is 0.588. The decision score is 2639.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,12.42,0.04,N,2,case_2281,0,0.1457297576118262,198.14696753607507,1670.0,approve,approve,"Applicant case_2281 was approve by the profit-based decision layer. The predicted default probability is 0.146. The decision score is 198.15, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,66000,RENT,6.0,DEBTCONSOLIDATION,E,11750,17.14,0.18,N,2,case_2282,1,0.9457422999663637,11003.199729622032,1670.0,reject,reject,"Applicant case_2282 was reject by the profit-based decision layer. The predicted default probability is 0.946. The decision score is 11003.20, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
32,33000,RENT,1.0,EDUCATION,A,12000,6.54,0.36,N,8,case_2283,1,0.6926419717781944,8070.48908078986,1670.0,reject,reject,"Applicant case_2283 was reject by the profit-based decision layer. The predicted default probability is 0.693. The decision score is 8070.49, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,24000,6.91,0.19,N,8,case_2284,0,0.08525193786548885,529.028322527859,1670.0,approve,approve,"Applicant case_2284 was approve by the profit-based decision layer. The predicted default probability is 0.085. The decision score is 529.03, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,59004,RENT,1.0,HOMEIMPROVEMENT,D,20000,14.84,0.34,N,4,case_2285,1,0.9745578380997245,19415.644425474475,1670.0,reject,reject,"Applicant case_2285 was reject by the profit-based decision layer. The predicted default probability is 0.975. The decision score is 19415.64, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,85000,RENT,7.0,PERSONAL,B,15000,10.99,0.18,N,3,case_2286,0,0.2750334591727699,2930.3945450378596,1670.0,reject,approve,"Applicant case_2286 was reject by the profit-based decision layer. The predicted default probability is 0.275. The decision score is 2930.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,26780,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.25,0.22,N,4,case_2287,0,0.68759004783651,3952.1527635683233,1670.0,reject,reject,"Applicant case_2287 was reject by the profit-based decision layer. The predicted default probability is 0.688. The decision score is 3952.15, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
26,45000,RENT,0.0,DEBTCONSOLIDATION,B,9000,10.39,0.2,N,2,case_2288,0,0.5735627166112701,4763.30294580463,1670.0,reject,reject,"Applicant case_2288 was reject by the profit-based decision layer. The predicted default probability is 0.574. The decision score is 4763.30, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,20000,,0.17,N,2,case_2289,0,0.7120691235117936,13608.510403714794,1670.0,reject,reject,"Applicant case_2289 was reject by the profit-based decision layer. The predicted default probability is 0.712. The decision score is 13608.51, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
30,53979,MORTGAGE,5.0,EDUCATION,B,25000,10.08,0.46,N,7,case_2290,0,0.6506661623793303,15386.332788679169,1670.0,reject,reject,"Applicant case_2290 was reject by the profit-based decision layer. The predicted default probability is 0.651. The decision score is 15386.33, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
30,105000,MORTGAGE,6.0,EDUCATION,A,10000,5.99,0.1,N,8,case_2291,0,0.04991105715752273,-69.99270518741656,1670.0,approve,approve,"Applicant case_2291 was approve by the profit-based decision layer. The predicted default probability is 0.050. The decision score is -69.99, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,39828,OWN,,MEDICAL,B,3000,8.88,0.08,N,4,case_2292,0,0.04361125968641918,-123.94818136028042,1670.0,approve,approve,"Applicant case_2292 was approve by the profit-based decision layer. The predicted default probability is 0.044. The decision score is -123.95, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,24000,RENT,0.0,EDUCATION,B,6400,10.95,0.27,N,3,case_2293,0,0.6925902500189802,4217.144847334775,1670.0,reject,reject,"Applicant case_2293 was reject by the profit-based decision layer. The predicted default probability is 0.693. The decision score is 4217.14, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,42000,MORTGAGE,6.0,PERSONAL,A,3000,6.03,0.07,N,3,case_2294,0,0.08605816789975948,92.84242627234491,1670.0,approve,approve,"Applicant case_2294 was approve by the profit-based decision layer. The predicted default probability is 0.086. The decision score is 92.84, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,50000,RENT,0.0,MEDICAL,C,10000,12.99,0.2,N,4,case_2295,0,0.6362374842784999,5889.84733486277,1670.0,reject,reject,"Applicant case_2295 was reject by the profit-based decision layer. The predicted default probability is 0.636. The decision score is 5889.85, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,69570,OWN,0.0,PERSONAL,A,1500,7.74,0.02,N,2,case_2296,0,0.012394753802166125,-96.06883838031932,1670.0,approve,approve,"Applicant case_2296 was approve by the profit-based decision layer. The predicted default probability is 0.012. The decision score is -96.07, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
43,75000,RENT,0.0,HOMEIMPROVEMENT,A,12000,7.9,0.16,N,16,case_2297,0,0.2991957137803241,2925.9861020276367,1670.0,reject,approve,"Applicant case_2297 was reject by the profit-based decision layer. The predicted default probability is 0.299. The decision score is 2925.99, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
36,90000,MORTGAGE,13.0,EDUCATION,A,12000,6.62,0.13,N,13,case_2298,0,0.06220107572116273,1.4254432068444203,1670.0,approve,approve,"Applicant case_2298 was approve by the profit-based decision layer. The predicted default probability is 0.062. The decision score is 1.43, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,70000,RENT,2.0,PERSONAL,A,4500,5.42,0.06,N,9,case_2299,0,0.11037200827820422,279.6937700709731,1670.0,approve,approve,"Applicant case_2299 was approve by the profit-based decision layer. The predicted default probability is 0.110. The decision score is 279.69, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
36,140000,MORTGAGE,21.0,PERSONAL,A,8000,6.99,0.06,N,11,case_2300,0,0.054114369748508265,-96.02428644856809,1670.0,approve,approve,"Applicant case_2300 was approve by the profit-based decision layer. The predicted default probability is 0.054. The decision score is -96.02, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,60000,RENT,5.0,PERSONAL,A,9000,5.99,0.15,N,4,case_2301,0,0.20836634433568363,1448.5273952525197,1670.0,approve,approve,"Applicant case_2301 was approve by the profit-based decision layer. The predicted default probability is 0.208. The decision score is 1448.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
